PRODUCTION DATE,Field Name,WELL_BORE_CODE,N_WELL_BORE_CODE,WellBore Name,FLOW_KIND,WELL_TYPE,Downhole Pressure (PSI),Downhole Temperature (Kelvin),Average Tubing Pressure,Annulus Pressure (PSI),AVG WHP (PSI),Choke Size,Oil Production (stb/day),Gas Volume (scf/day),Water Production (stb/day)
2015-07-07,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3184.662613,379.1265027,2546.257453,249.7543921,638.4051602,15.37917104,14966.882882875412,12024123.752484,5380.366333794478
2015-07-07,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,2912.291801,379.4099821,2469.736546,187.7120186,442.5552552,1.86353625,4890.5182017977195,4010495.509725,7693.627347516259
2015-07-08,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3870.231477,372.68994,3427.695289,216.7248904,442.5361877,1.927808333,3238.301425802749,2566752.759749,3103.811433747795
2015-07-08,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,428.8656542,294.7981497,428.8656542,0.803819375,19404.52950630225,16252818.151472,5897.6125462595755
2015-07-08,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,2893.74715,379.4621775,2446.979935,193.3252586,446.7672152,2.150702708,3857.732529900944,3258230.664400,15395.704923571928
2015-07-08,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3789.769445,374.67573,2338.19663,0.0,1451.572815,72.48338,18979.345594092167,15130983.157519,2461.254797815512
2015-07-08,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3183.191377,379.1216006,2547.793405,247.409437,635.397972,15.16672417,15625.483682054977,12970514.286471,6245.161406358665
2015-07-09,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,428.9644868,293.0261983,428.9644868,0.832102083,15770.441224649268,12543151.147036,355.6106290841437
2015-07-09,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,2890.428127,379.4680006,2444.227835,193.6256956,446.2002924,2.12314625,2386.958062808966,1886507.989028,8854.961962066473
2015-07-09,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3870.08193,372.6869265,3427.899355,215.3880841,442.182575,1.926974375,3838.251970638559,3292436.375747,16741.501644368607
2015-07-09,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3182.852962,379.1168713,2549.924404,245.6538253,632.9285585,15.01934271,14461.575199898762,11297724.543863,6290.682289384576
2015-07-09,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3864.12617,374.5679,2367.0467,0.0,1497.07947,75.71876,22544.287109576842,18040702.645514,3143.6369010765725
2015-07-10,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,2894.389009,379.4511,2449.643096,193.5666085,444.7459128,2.023606809,2267.27425704911,1905579.071490,8716.455852974743
2015-07-10,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3869.850017,372.6819004,3427.873401,217.793443,441.9766164,1.923101064,1892.092490320316,1634187.918844,25734.917157022715
2015-07-10,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,427.8775414,297.2148884,427.8775414,0.771142979,15306.7867590871,12374918.772150,420.35919943116204
2015-07-10,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3911.22623,374.46412,2384.32171,0.0,1526.90452,77.85825,19368.785184652937,15991351.348240,11375.763869264427
2015-07-10,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3183.814618,379.1146913,2552.749804,248.4588976,631.0648135,14.89586128,18893.35693623063,15906660.025946,451.6086581233863
2015-07-11,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3869.572301,372.6785443,3428.586904,216.972641,440.9853964,1.866301489,3230.218530127282,2618618.158225,3114.6483823903886
2015-07-11,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,2906.295928,379.4131489,2462.591695,188.6715196,443.7042328,1.952379149,2089.8864785107944,1927025.564984,25133.65910859159
2015-07-11,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,431.0457667,296.0846782,431.0457667,1.002957234,14912.221240312814,11886452.801544,17580.6778199239
2015-07-11,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3952.003275,374.37364,2398.987155,0.0,1553.01612,79.62991,14884.236274897205,11954657.565108,18083.558714207793
2015-07-11,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3183.543283,379.1130219,2555.023031,246.5367652,628.5202517,14.72413617,13452.407808159578,10632333.967705,11951.256571812419
2015-07-12,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,2923.238289,379.3610558,2481.53313,182.2498324,441.7051595,1.816230833,4858.533182876085,4048575.357134,7615.356048180815
2015-07-12,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3185.486425,379.1065113,2559.234316,245.95538,626.2521093,14.56003426,23776.94175842088,18822214.464020,1441.7580741527106
2015-07-12,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3991.531435,374.28912,2413.494115,0.0,1578.03732,81.21979,18851.446856895454,15123516.395070,1909.6500021703005
2015-07-12,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,429.988507,296.1954513,429.988507,0.911219167,19386.928205697106,16177480.607767,5926.804113131617
2015-07-12,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3869.396881,372.6785,3428.173674,217.6293883,441.2232067,1.861388333,3837.008112587024,3299400.944598,16949.689489054548
2015-07-13,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,2917.973958,379.3692992,2479.18171,184.3395724,438.7922484,1.628287292,3800.151189747806,3306978.248790,15310.272136593492
2015-07-13,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3189.950944,379.099753,2564.508138,248.3723017,625.4428056,14.31049468,19157.18114191732,16139619.186568,10651.987486591208
2015-07-13,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4028.806295,374.21119,2426.511345,0.0,1602.29495,82.72851,18085.707652958758,14309915.091049,7046.832659709727
2015-07-13,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3868.936376,372.6785,3427.17305,219.9699209,441.7633256,1.919411667,2284.0305236872446,1796661.030931,6086.272473694425
2015-07-13,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,427.2776897,299.5203949,427.2776897,0.67055875,18343.94995281551,15440291.006334,3895.433112769331
2015-07-14,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,2883.532525,379.470346,2437.918879,197.8513702,445.6136466,2.108949167,2328.4400832619044,1919731.713677,8726.655924831099
2015-07-14,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,427.1831678,297.4864406,427.1831678,0.610094792,19087.102575479992,16166496.861913,11502.971010468767
2015-07-14,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4063.4858,374.13645,2438.18312,0.0,1625.30268,83.87015,19300.014324298772,16000097.157361,11283.818651619727
2015-07-14,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3190.423019,379.1011665,2569.682801,245.6493847,620.740218,14.22519521,16115.347239125567,12928341.454370,4980.551500480754
2015-07-14,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3868.986908,372.6785,3427.30619,219.6161965,441.6807179,1.898890208,4573.914612122072,3995134.647903,7081.812938942384
2015-07-15,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4095.27212,374.06837,2449.01317,0.0,1646.25895,85.41312,22399.55851534308,18115520.260896,3222.4640324597076
2015-07-15,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3869.047153,372.6785,3427.106806,219.341068,441.9403465,1.916273958,2005.638377544275,1685638.797721,25772.329414731183
2015-07-15,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,2899.909774,379.4234925,2455.643772,191.8898281,444.2660015,1.994059375,2090.4671013618363,1881013.449969,24701.376779612252
2015-07-15,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3190.688925,379.1031521,2572.07705,243.9488579,618.6118748,14.0636,21995.331034206607,17509100.090450,2234.1513664749987
2015-07-15,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,425.7689043,296.8590286,425.7689043,0.62142625,18233.9838954249,15209121.418464,4202.461219136105
2015-07-16,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3868.838081,372.6785,3427.035916,220.1206847,441.8021645,1.905799792,3858.9930124735224,3278988.229530,16981.544475949773
2015-07-16,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4126.468435,374.00759,2459.10314,0.0,1667.365295,86.89378,19321.994020585338,15893367.657418,11331.630028063155
2015-07-16,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,2929.631617,379.3271523,2492.885938,180.3069985,436.7456792,1.477247917,4862.687325543275,4017632.654749,7571.650256120304
2015-07-16,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,425.3228027,298.5093794,425.3228027,0.597653125,15148.675996816028,12192566.092622,440.1214795103484
2015-07-16,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3191.794025,379.1023985,2574.214051,244.272951,617.5799732,13.99389854,21204.159335235232,17487325.229552,3614.2629927717826
2015-07-17,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3868.489386,372.6779375,3427.973039,217.3437927,440.5163468,1.848304167,2299.763980244224,1752139.747319,6048.039732245553
2015-07-17,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4160.483985,373.94989,2469.958855,0.0,1690.52513,88.8537,14518.666001162315,11770226.802032,18357.01001424112
2015-07-17,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,428.493998,294.6765883,428.493998,0.835827083,19438.007562609677,16140364.016229,5973.37155055171
2015-07-17,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,2919.926323,379.3501267,2483.257131,180.3208007,436.6691917,1.4843975,3829.475476604477,3317572.399960,15245.591815272157
2015-07-17,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3189.37814,379.1017662,2573.990933,240.2574811,615.3872077,13.85232354,14804.086016486186,11901784.984217,15880.397145835024
2015-07-18,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4189.56823,373.88988,2478.918985,0.0,1710.649245,90.35124,22499.382434042727,17996403.291064,3106.2707596141686
2015-07-18,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,430.492826,292.6739933,430.492826,0.948291042,19180.22705655566,16110090.732073,11510.467149526896
2015-07-18,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3868.575018,372.6708958,3427.904642,216.40351,440.670376,1.822351042,3074.7973218678785,2561943.345088,3438.069719793656
2015-07-18,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,2906.247962,379.3992934,2462.504412,185.2254294,443.7435494,1.957093118,3828.5097649611475,3403162.437487,15127.381334057782
2015-07-18,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3190.488167,379.1009913,2576.332483,238.6344539,614.1556834,13.75492688,19473.487448727672,16292521.696014,10885.088782468463
2015-07-19,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3487.669485,377.17585,2389.259395,85.7559,1098.41009,47.15299,2151.546283614104,1951916.019595,24943.863789721614
2015-07-19,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3869.052781,372.66934,3427.947797,218.3889104,441.1049833,1.8628925,4636.90682975904,3953071.640342,7284.189465601012
2015-07-19,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4215.496695,373.84121,2487.54576,0.0,1727.950935,91.64385,17783.05256702931,14129188.619382,1134.006837656922
2015-07-19,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3192.494631,379.0995031,2579.204519,240.7231668,613.290112,13.69522646,16594.81044736498,13470656.331634,3597.0110408177666
2015-07-19,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,427.0166836,295.6422128,427.0166836,0.711045833,14919.812273202238,11998647.663151,17575.856969461638
2015-07-20,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4238.369285,373.79473,2494.542735,0.0,1743.82655,92.88181,18296.947752947402,14268097.617671,6966.521467060411
2015-07-20,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3869.545681,372.66934,3428.729272,219.0648944,440.8164092,1.838485208,2006.6710146477888,1688561.629592,25789.396645519755
2015-07-20,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3192.799149,379.097895,2580.906602,240.7612142,611.8925476,13.60649438,14581.221928205725,11789962.203449,15888.743418252823
2015-07-20,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3620.39103,376.72187,2446.64445,71.175425,1173.74658,52.34423,2180.037591473364,1826119.149190,7173.891650779946
2015-07-20,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,424.6456014,296.9267255,424.6456014,0.571360208,19178.202559502453,16177498.779523,11505.348760204752
2015-07-21,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,4258.489195,373.74485,2521.07411,0.0,1737.415085,91.92279,18230.10653012757,14250461.199086,6975.624114604318
2015-07-21,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,428.7203309,293.3997848,428.7203309,0.829947083,15063.734041659285,12067710.759638,17445.789465104826
2015-07-21,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3195.553666,379.0960962,2583.185337,238.3252444,612.3683289,13.62879833,19452.347452173017,16173475.386686,10962.65935045125
2015-07-21,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3869.806575,372.66934,3429.121267,217.2712716,440.685308,1.838261042,4037.030127387339,3361672.473889,2343.757433166692
2015-07-21,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3671.922435,376.4462,2469.19688,64.57894,1202.725555,54.32937,4861.138381457819,4092050.041103,7530.3913498329675
2015-07-22,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3870.240844,372.66934,3428.665565,220.5598625,441.5752788,1.892144167,2294.4530143198813,1798561.329255,6414.450611563268
2015-07-22,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3898.748722,380.6977576,3488.348308,0.0,410.4004146,10.20692989,14315.101522471148,11602162.605311,18531.26602446735
2015-07-22,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3712.68933,376.25327,2485.84984,61.04268,1226.83949,55.99841,4854.866637496583,4087443.328766,7531.748999812556
2015-07-22,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3198.320188,379.0947844,2586.800649,240.8507698,611.5195381,13.57364563,21221.388881373197,17155242.158568,2646.4577162460114
2015-07-22,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,425.1823521,295.2207975,425.1823521,0.57685625,19529.643758207625,16116696.612200,5986.12070569354
2015-07-23,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3199.123627,379.0926196,2587.867448,239.3231102,611.2561789,13.56391833,15829.04367557337,12557245.617735,6530.655837180352
2015-07-23,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3870.294627,372.6645392,3429.16419,219.3329964,441.1304369,1.865623125,3858.013366904313,3292816.711983,17054.57128425882
2015-07-23,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3747.668405,376.10495,2499.33919,58.418325,1248.329215,57.48397,5056.416147757319,4051703.409125,1361.8569304713276
2015-07-23,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3738.861492,381.2694854,3319.212213,0.0,419.649279,1.654389167,16354.8647764285,12682546.884662,719.5244645456545
2015-07-23,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,429.2849428,293.1941385,429.2849428,0.868265833,15102.035230737121,12115444.462912,492.65437112633083
2015-07-24,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,426.3377332,292.7189886,426.3377332,0.661956458,18105.866909776487,15005273.118847,4153.483703062814
2015-07-24,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3201.841736,379.086749,2590.694313,238.9077728,611.1474228,13.56588063,20652.95370887085,16785958.395841,5065.089177660422
2015-07-24,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3870.086449,372.6579404,3428.768464,219.4059646,441.3179853,1.876456667,4621.527335822165,3954688.749806,7267.545769573628
2015-07-24,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3605.521791,381.362266,3134.798113,0.0,470.7236772,4.816654375,22453.91628046257,17891173.550331,3031.1519343936416
2015-07-24,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3778.48685,375.98441,2511.071865,56.378175,1267.414985,58.80815,3834.5428935944146,3382096.923455,15239.293753226786
2015-07-25,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3193.528865,379.0912967,2588.144446,238.5832356,605.384419,13.15605646,20724.063095760044,16846951.209828,4485.6608580635075
2015-07-25,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3600.579976,381.2255417,3101.523882,0.0,499.0560942,7.17167625,19293.980342000672,15836093.777974,11358.41766985532
2015-07-25,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3806.000165,375.88328,2521.18721,54.859155,1284.812955,60.00007,2066.8363503633573,1889079.522226,25364.57829307562
2015-07-25,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3870.134997,372.6579,3428.61168,220.1621033,441.5233174,1.886613333,4594.04523154635,3941306.620907,7295.306983836381
2015-07-25,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,424.6444111,293.135483,424.6444111,0.550656042,15320.280818951733,12079259.239113,17398.099580318012
2015-07-26,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,424.8424237,292.4896409,424.8424237,0.560679792,19064.08031131557,16180649.683971,11498.305548457321
2015-07-26,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3830.920735,375.79549,2530.242895,53.831395,1300.67784,61.08428,2053.723015495761,1887784.451866,25837.569794902887
2015-07-26,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3870.099327,372.6558377,3428.830476,219.5879366,441.2688515,1.864915417,2012.4880076448749,1683607.452867,25852.22137439407
2015-07-26,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3563.946965,381.2469725,3064.057401,0.0,499.8895632,7.227362292,18236.660376120322,14312088.569748,6945.225307127882
2015-07-26,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3192.607432,379.0923488,2588.335049,237.8805264,604.2723838,13.07144292,19328.641171989773,16030890.805182,10887.476935243156
2015-07-27,DSEAT,DSEAT-001-F-15 D,109.0,001-F-15 D,production,OP,3853.95007,375.71802,2538.19948,52.78493,1315.75059,62.13707,3862.582684692318,3392409.176249,15419.577715201602
2015-07-27,DSEAT,DSEAT-001-F-14 H,108.0,001-F-14,production,OP,3869.849525,372.6490808,3428.546684,220.5867268,441.3028419,1.870175417,3849.9834476130727,3306566.826223,17143.01930175779
2015-07-27,DSEAT,DSEAT-001-F-1 C,105.0,001-F-1 C,production,OP,3534.45546,381.2282758,3039.212156,0.0,495.2433041,6.910010417,14219.977870593651,11556158.676137,18480.402259115206
2015-07-27,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3193.244943,379.0921688,2589.727922,238.3806948,603.5170214,13.02157813,14433.151421684815,11524510.023710,15954.760220766324
2015-07-27,DSEAT,DSEAT-001-F-12 H,107.0,001-F-12,production,OP,0.0,273.15,424.2142838,294.0385551,424.2142838,0.515972292,19540.464621703053,16045855.782573,5880.544410056694
2015-07-28,DSEAT,DSEAT-001-F-11 H,106.0,001-F-11,production,OP,3193.00643,379.092074,2590.232253,235.6057543,602.7741773,12.97039417,12898.313719164376,10371238.850659,413.8497694939106
